Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_001143.9	9091	11226	XI	minus	ferric/cupric-chelate reductase	FRE2	853660	protein-coding	NM_001179785.1	NP_012702.1	711	YKL220C
NC_001143.9	14485	15708	XI	plus	Cos9p	COS9	853661	protein-coding	NM_001179784.1	NP_012703.1	407	YKL219W
NC_001143.9	17359	18339	XI	minus	threo-3-hydroxy-L-aspartate ammonia-lyase SRY1	SRY1	853662	protein-coding	NM_001179783.1	NP_012704.1	326	YKL218C
NC_001143.9	22234	24084	XI	plus	monocarboxylate/H+ symporter	JEN1	853663	protein-coding	NM_001179782.1	NP_012705.1	616	YKL217W
NC_001143.9	25215	26159	XI	plus	dihydroorotate dehydrogenase	URA1	853664	protein-coding	NM_001179781.1	NP_012706.1	314	YKL216W
NC_001143.9	26827	30687	XI	minus	5-oxoprolinase	OXP1	853665	protein-coding	NM_001179780.1	NP_012707.1	1286	YKL215C
NC_001143.9	31082	31693	XI	minus	Yra2p	YRA2	853666	protein-coding	NM_001179779.1	NP_012708.1	203	YKL214C
NC_001143.9	31960	34107	XI	minus	Doa1p	DOA1	853667	protein-coding	NM_001179778.1	NP_012709.1	715	YKL213C
NC_001143.9	34543	36414	XI	plus	phosphatidylinositol-3-phosphatase SAC1	SAC1	853668	protein-coding	NM_001179777.1	NP_012710.1	623	YKL212W
NC_001143.9	36699	38153	XI	minus	bifunctional anthranilate synthase/indole-3-glycerol-phosphate synthase	TRP3	853669	protein-coding	NM_001179776.1	NP_012711.1	484	YKL211C
NC_001143.9	38811	38911	XI	plus	SNR64	SNR64	9164917	snoRNA	NR_132199.1			YNCK0001W
NC_001143.9	39163	42237	XI	plus	E1 ubiquitin-activating protein UBA1	UBA1	853670	protein-coding	NM_001179775.1	NP_012712.1	1024	YKL210W
NC_001143.9	42423	46295	XI	minus	ATP-binding cassette a-factor transporter STE6	STE6	853671	protein-coding	NM_001179774.1	NP_012713.1	1290	YKL209C
NC_001143.9	46735	46806	XI	minus	tRNA-Thr	TRT2	853672	tRNA				YNCK0002C
NC_001143.9	47157	47972	XI	plus	Cbt1p	CBT1	853673	protein-coding	NM_001179773.1	NP_012714.1	271	YKL208W
NC_001143.9	48194	48955	XI	plus	Emc3p	EMC3	853628	protein-coding	NM_001179772.1	NP_012715.3	253	YKL207W
NC_001143.9	49006	49809	XI	minus	Add66p	ADD66	853629	protein-coding	NM_001179771.1	NP_012716.1	267	YKL206C
NC_001143.9	50051	53353	XI	plus	Ran GTPase-binding protein LOS1	LOS1	853630	protein-coding	NM_001179770.1	NP_012717.1	1100	YKL205W
NC_001143.9	53704	55602	XI	plus	Eap1p	EAP1	853631	protein-coding	NM_001179769.1	NP_012718.1	632	YKL204W
NC_001143.9	55935	63359	XI	minus	phosphatidylinositol kinase-related protein kinase TOR2	TOR2	853632	protein-coding	NM_001179768.1	NP_012719.2	2474	YKL203C
NC_001143.9	63930	67466	XI	minus	Mnn4p	MNN4	853634	protein-coding	NM_001179766.1	NP_012721.1	1178	YKL201C
NC_001143.9	68232	70220	XI	minus	putative serine/threonine protein kinase PTK1	PTK1	853635	protein-coding	NM_001179764.2	NP_012723.3	662	YKL198C
NC_001143.9	70734	73865	XI	minus	AAA family ATPase peroxin 1	PEX1	853636	protein-coding	NM_001179763.1	NP_012724.1	1043	YKL197C
NC_001143.9	74624	74697	XI	plus	tRNA-Asn		853637	tRNA				YNCK0003W
NC_001143.9	74932	75534	XI	minus	palmitoyltransferase YKT6	YKT6	853638	protein-coding	NM_001179762.1	NP_012725.1	200	YKL196C
NC_001143.9	75821	77032	XI	plus	Mia40p	MIA40	853639	protein-coding	NM_001179761.1	NP_012726.2	403	YKL195W
NC_001143.9	77258	78646	XI	minus	threonine--tRNA ligase MST1	MST1	853640	protein-coding	NM_001179760.1	NP_012727.1	462	YKL194C
NC_001143.9	78866	79882	XI	minus	type 1 protein phosphatase-activating protein SDS22	SDS22	853641	protein-coding	NM_001179759.1	NP_012728.1	338	YKL193C
NC_001143.9	80160	80537	XI	minus	acyl carrier protein	ACP1	853642	protein-coding	NM_001179758.1	NP_012729.1	125	YKL192C
NC_001143.9	81035	82639	XI	plus	2-(3-amino-3-carboxypropyl)histidine synthase	DPH2	853643	protein-coding	NM_001179757.1	NP_012730.1	534	YKL191W
NC_001143.9	82947	83550	XI	plus	calcineurin regulatory subunit B	CNB1	853644	protein-coding	NM_001179756.1	NP_012731.1	175	YKL190W
NC_001143.9	84208	84291	XI	plus	tRNA-Leu		853645	tRNA				YNCK0004W
NC_001143.9	84704	85903	XI	plus	Hym1p	HYM1	853646	protein-coding	NM_001179755.1	NP_012732.1	399	YKL189W
NC_001143.9	86225	88786	XI	minus	ATP-binding cassette long-chain fatty acid transporter PXA2	PXA2	853647	protein-coding	NM_001179754.1	NP_012733.1	853	YKL188C
NC_001143.9	89284	91536	XI	minus	Fat3p	FAT3	853648	protein-coding	NM_001179753.1	NP_012734.1	750	YKL187C
NC_001143.9	92744	93298	XI	minus	Mtr2p	MTR2	853649	protein-coding	NM_001179752.1	NP_012735.1	184	YKL186C
NC_001143.9	94499	96265	XI	plus	DNA-binding transcription repressor ASH1	ASH1	853650	protein-coding	NM_001179751.1	NP_012736.1	588	YKL185W
NC_001143.9	96757	98157	XI	plus	ornithine decarboxylase SPE1	SPE1	853651	protein-coding	NM_001179750.1	NP_012737.1	466	YKL184W
NC_001143.9	98395	98607	XI	minus	uncharacterized protein		1500485	protein-coding	NM_001184557.1	NP_878109.1	70	YKL183C-A
NC_001143.9	98721	99641	XI	plus	Lot5p	LOT5	853652	protein-coding	NM_001179749.1	NP_012738.1	306	YKL183W
NC_001143.9	100671	106826	XI	plus	tetrafunctional fatty acid synthase subunit FAS1	FAS1	853653	protein-coding	NM_001179748.1	NP_012739.1	2051	YKL182W
NC_001143.9	107316	108599	XI	plus	ribose phosphate diphosphokinase subunit PRS1	PRS1	853654	protein-coding	NM_001179747.1	NP_012740.1	427	YKL181W
NC_001143.9	109269	110129	XI	plus	ribosomal 60S subunit protein L17A	RPL17A	853674	protein-coding	NM_001179746.1	NP_012741.1	184	YKL180W
NC_001143.9	110464	112503	XI	minus	Coy1p	COY1	853675	protein-coding	NM_001179745.1	NP_012742.1	679	YKL179C
NC_001143.9	113215	114627	XI	minus	Ste3p	STE3	853677	protein-coding	NM_001179744.1	NP_012743.1	470	YKL178C
NC_001143.9	115500	117986	XI	minus	Lst4p	LST4	853678	protein-coding	NM_001179742.1	NP_012745.1	828	YKL176C
NC_001143.9	118793	120304	XI	plus	Zn(2+) transporter ZRT3	ZRT3	853679	protein-coding	NM_001179741.1	NP_012746.1	503	YKL175W
NC_001143.9	120380	122236	XI	minus	Tpo5p	TPO5	853680	protein-coding	NM_001179740.1	NP_012747.1	618	YKL174C
NC_001143.9	122517	125543	XI	plus	U5 snRNP GTPase SNU114	SNU114	853681	protein-coding	NM_001179739.1	NP_012748.1	1008	YKL173W
NC_001143.9	125759	127042	XI	plus	Ebp2p	EBP2	853682	protein-coding	NM_001179738.1	NP_012749.1	427	YKL172W
NC_001143.9	127475	130261	XI	plus	protein kinase NNK1	NNK1	853683	protein-coding	NM_001179737.1	NP_012750.1	928	YKL171W
NC_001143.9	130634	131050	XI	plus	mitochondrial 54S ribosomal protein YmL38/YmL34	MRPL38	853684	protein-coding	NM_001179736.1	NP_012751.1	138	YKL170W
NC_001143.9	131288	133462	XI	minus	putative serine/threonine protein kinase KKQ8	KKQ8	853686	protein-coding	NM_001179734.1	NP_012753.2	724	YKL168C
NC_001143.9	133721	134134	XI	minus	mitochondrial 54S ribosomal protein MRP49	MRP49	853687	protein-coding	NM_001179733.1	NP_012754.1	137	YKL167C
NC_001143.9	134509	135705	XI	minus	cAMP-dependent protein kinase catalytic subunit TPK3	TPK3	853688	protein-coding	NM_001179732.1	NP_012755.1	398	YKL166C
NC_001143.9	137932	140691	XI	minus	mannose-ethanolamine phosphotransferase MCD4	MCD4	853690	protein-coding	NM_001179731.1	NP_012756.1	919	YKL165C
NC_001143.9	141018	141089	XI	minus	tRNA-Glu		853691	tRNA				YNCK0005C
NC_001143.9	141794	142819	XI	minus	beta-1,3-glucan linked protein	PIR1	853692	protein-coding	NM_001179730.1	NP_012757.1	341	YKL164C
NC_001143.9	144401	145378	XI	plus	beta-1,3-glucan linked protein	PIR3	853693	protein-coding	NM_001179729.1	NP_012758.1	325	YKL163W
NC_001143.9	147630	148838	XI	minus	type II protein arginine methyltransferase		853695	protein-coding	NM_001179728.1	NP_012760.1	402	YKL162C
NC_001143.9	149386	150687	XI	minus	putative protein kinase KDX1	KDX1	853696	protein-coding	NM_001179727.1	NP_012761.1	433	YKL161C
NC_001143.9	153269	153706	XI	plus	Elf1p	ELF1	853697	protein-coding	NM_001179726.1	NP_012762.1	145	YKL160W
NC_001143.9	153816	154451	XI	minus	Rcn1p	RCN1	853698	protein-coding	NM_001179725.1	NP_012763.1	211	YKL159C
NC_001143.9	154991	158232	XI	plus	metallo-aminopeptidase	APE2	853699	protein-coding	NM_001179723.2	NP_012765.3	952	YKL157W
NC_001143.9	158613	159212	XI	plus	ribosomal 40S subunit protein S27A	RPS27A	853700	protein-coding	NM_001179722.1	NP_012766.1	82	YKL156W
NC_001143.9	159456	161342	XI	minus	tRNA methyltransferase	RSM22	853701	protein-coding	NM_001179721.1	NP_012767.1	628	YKL155C
NC_001143.9	161601	162335	XI	plus	Signal recognition particle receptor subunit beta	SRP102	853702	protein-coding	NM_001179720.1	NP_012768.1	244	YKL154W
NC_001143.9	162487	162558	XI	minus	tRNA-Arg		853703	tRNA				YNCK0006C
NC_001143.9	163642	164385	XI	minus	phosphoglycerate mutase GPM1	GPM1	853705	protein-coding	NM_001179718.1	NP_012770.1	247	YKL152C
NC_001143.9	164917	165930	XI	minus	NADHX dehydratase	NNR2	853706	protein-coding	NM_001179717.1	NP_012771.1	337	YKL151C
NC_001143.9	166544	167452	XI	plus	cytochrome-b5 reductase	MCR1	853707	protein-coding	NM_001179716.1	NP_012772.1	302	YKL150W
NC_001143.9	167612	168829	XI	minus	RNA lariat debranching enzyme	DBR1	853708	protein-coding	NM_001179715.1	NP_012773.1	405	YKL149C
NC_001143.9	169207	171129	XI	minus	succinate dehydrogenase flavoprotein subunit SDH1	SDH1	853709	protein-coding	NM_001179714.1	NP_012774.1	640	YKL148C
NC_001143.9	171783	173861	XI	plus	Avt3p	AVT3	853710	protein-coding	NM_001179712.1	NP_012776.1	692	YKL146W
NC_001143.9	174213	175616	XI	plus	proteasome regulatory particle base subunit RPT1	RPT1	853712	protein-coding	NM_001179711.1	NP_012777.1	467	YKL145W
NC_001143.9	175843	176481	XI	minus	DNA-directed RNA polymerase III subunit RPC25	RPC25	853713	protein-coding	NM_001179710.1	NP_012778.1	212	YKL144C
NC_001143.9	176781	178172	XI	plus	Ltv1p	LTV1	853714	protein-coding	NM_001179709.1	NP_012779.1	463	YKL143W
NC_001143.9	178515	179174	XI	plus	Mrp8p	MRP8	853715	protein-coding	NM_001179708.1	NP_012780.1	219	YKL142W
NC_001143.9	179667	180263	XI	plus	succinate dehydrogenase cytochrome b subunit SDH3	SDH3	853716	protein-coding	NM_001179707.1	NP_012781.1	198	YKL141W
NC_001143.9	180779	182425	XI	plus	sterol esterase	TGL1	853717	protein-coding	NM_001179706.1	NP_012782.1	548	YKL140W
NC_001143.9	182958	184544	XI	plus	cyclin-dependent serine/threonine protein kinase CTK1	CTK1	853718	protein-coding	NM_001179705.1	NP_012783.1	528	YKL139W
NC_001143.9	184803	185012	XI	minus	Hsk3p	HSK3	853719	protein-coding	NM_001184513.1	NP_690844.1	69	YKL138C-A
NC_001143.9	185286	185681	XI	minus	mitochondrial 54S ribosomal protein YmL31	MRPL31	853720	protein-coding	NM_001179704.1	NP_012784.1	131	YKL138C
NC_001143.9	185957	186292	XI	plus	Cmc1p	CMC1	853721	protein-coding	NM_001179703.1	NP_012785.2	111	YKL137W
NC_001143.9	186460	188640	XI	minus	Apl2p	APL2	853723	protein-coding	NM_001179701.1	NP_012787.1	726	YKL135C
NC_001143.9	189124	191442	XI	minus	metalloendopeptidase	OCT1	853724	protein-coding	NM_001179700.2	NP_012788.2	772	YKL134C
NC_001143.9	191679	193070	XI	minus	Rci50p	RCI50	853725	protein-coding	NM_001179699.2	NP_012789.2	463	YKL133C
NC_001143.9	193574	194866	XI	minus	putative tetrahydrofolate synthase	RMA1	853727	protein-coding	NM_001179698.1	NP_012790.1	430	YKL132C
NC_001143.9	195288	196028	XI	minus	She2p	SHE2	853728	protein-coding	NM_001179696.1	NP_012792.1	246	YKL130C
NC_001143.9	196349	200167	XI	minus	myosin 3	MYO3	853729	protein-coding	NM_001179695.2	NP_012793.2	1272	YKL129C
NC_001143.9	200884	201771	XI	minus	putative phosphomutase	PMU1	853730	protein-coding	NM_001179694.1	NP_012794.1	295	YKL128C
NC_001143.9	202999	203071	XI	plus	tRNA-Lys		853731	tRNA				YNCK0007W
NC_001143.9	203541	205253	XI	plus	phosphoglucomutase PGM1	PGM1	853732	protein-coding	NM_001179693.1	NP_012795.1	570	YKL127W
NC_001143.9	205707	207749	XI	plus	serine/threonine protein kinase YPK1	YPK1	853733	protein-coding	NM_001179692.1	NP_012796.1	680	YKL126W
NC_001143.9	208247	210130	XI	plus	rDNA-binding RNA polymerase I transcriptional factor	RRN3	853734	protein-coding	NM_001179691.1	NP_012797.1	627	YKL125W
NC_001143.9	210593	212332	XI	plus	Ssh4p	SSH4	853735	protein-coding	NM_001179690.1	NP_012798.1	579	YKL124W
NC_001143.9	212495	212998	XI	minus	signal recognition particle subunit SRP21	SRP21	853737	protein-coding	NM_001179688.1	NP_012800.1	167	YKL122C
NC_001143.9	214142	216700	XI	plus	Dgr2p	DGR2	853738	protein-coding	NM_001179687.1	NP_012801.1	852	YKL121W
NC_001143.9	217344	218318	XI	plus	Oac1p	OAC1	853739	protein-coding	NM_001179686.1	NP_012802.1	324	YKL120W
NC_001143.9	218570	219217	XI	minus	Vph2p	VPH2	853741	protein-coding	NM_001179685.1	NP_012803.1	215	YKL119C
NC_001143.9	219895	219967	XI	plus	tRNA-Ala		853742	tRNA				YNCK0008W
NC_001143.9	220324	220974	XI	plus	Hsp90 cochaperone SBA1	SBA1	853743	protein-coding	NM_001179683.1	NP_012805.1	216	YKL117W
NC_001143.9	221344	222900	XI	minus	serine/threonine protein kinase PRR1	PRR1	853744	protein-coding	NM_001179682.1	NP_012806.1	518	YKL116C
NC_001143.9	223352	224455	XI	minus	DNA-(apurinic or apyrimidinic site) lyase APN1	APN1	853746	protein-coding	NM_001179680.1	NP_012808.1	367	YKL114C
NC_001143.9	224727	225875	XI	minus	multifunctional nuclease RAD27	RAD27	853747	protein-coding	NM_001179679.1	NP_012809.1	382	YKL113C
NC_001143.9	226570	228765	XI	plus	DNA-binding protein ABF1	ABF1	853748	protein-coding	NM_001179678.1	NP_012810.1	731	YKL112W
NC_001143.9	228939	229880	XI	minus	Kti12p	KTI12	853750	protein-coding	NM_001179676.1	NP_012812.1	313	YKL110C
NC_001143.9	232227	233891	XI	plus	transcription factor HAP4	HAP4	853751	protein-coding	NM_001179675.1	NP_012813.1	554	YKL109W
NC_001143.9	234426	235787	XI	plus	Sld2p	SLD2	853752	protein-coding	NM_001179674.1	NP_012814.1	453	YKL108W
NC_001143.9	236141	237070	XI	plus	putative short-chain dehydrogenase/reductase		853753	protein-coding	NM_001179673.1	NP_012815.1	309	YKL107W
NC_001143.9	237147	237266	XI	minus	uncharacterized protein		853754	protein-coding	NM_001184482.1	NP_076898.1	39	YKL106C-A
NC_001143.9	237536	238891	XI	plus	aspartate transaminase AAT1	AAT1	853755	protein-coding	NM_001179672.1	NP_012816.1	451	YKL106W
NC_001143.9	239185	242583	XI	minus	Seg2p	SEG2	853756	protein-coding	NM_001179671.1	NP_012817.1	1132	YKL105C
NC_001143.9	243220	245373	XI	minus	glutamine--fructose-6-phosphate transaminase (isomerizing) GFA1	GFA1	853757	protein-coding	NM_001179670.1	NP_012818.1	717	YKL104C
NC_001143.9	245032	245286	XI	plus	uncharacterized protein		65052911	protein-coding	NM_001395037.1	NP_001381967.1	84	YKL104W-A
NC_001143.9	246138	247682	XI	minus	metalloaminopeptidase APE1	APE1	853758	protein-coding	NM_001179669.1	NP_012819.1	514	YKL103C
NC_001143.9	248062	248367	XI	minus	uncharacterized protein		853759	protein-coding	NM_001348849.1	NP_001335789.1	101	YKL102C
NC_001143.9	248920	253476	XI	plus	protein kinase HSL1	HSL1	853760	protein-coding	NM_001179667.2	NP_012821.2	1518	YKL101W
NC_001143.9	253697	255460	XI	minus	aspartic endopeptidase	YPF1	853761	protein-coding	NM_001179666.1	NP_012822.1	587	YKL100C
NC_001143.9	255720	256472	XI	minus	rRNA-processing protein UTP11	UTP11	853762	protein-coding	NM_001179665.1	NP_012823.2	250	YKL099C
NC_001143.9	256770	257843	XI	plus	Mtc2p	MTC2	853763	protein-coding	NM_001179664.1	NP_012824.1	357	YKL098W
NC_001143.9	258503	258913	XI	minus	uncharacterized protein		853764	protein-coding	NM_001348850.1	NP_001335790.1	136	YKL097C
NC_001143.9	259073	259222	XI	minus	uncharacterized protein		1500486	protein-coding	NM_001184604.1	NP_878110.1	49	YKL096C-B
NC_001143.9	259253	259531	XI	plus	Cwp2p	CWP2	853765	protein-coding	NM_001180025.1	NP_012826.1	92	YKL096W-A
NC_001143.9	261132	261851	XI	plus	Cwp1p	CWP1	853766	protein-coding	NM_001179662.1	NP_012827.1	239	YKL096W
NC_001143.9	262277	263113	XI	plus	mRNA splicing protein YJU2	YJU2	853767	protein-coding	NM_001179661.1	NP_012828.1	278	YKL095W
NC_001143.9	263349	264290	XI	plus	acylglycerol lipase	YJU3	853768	protein-coding	NM_001179660.1	NP_012829.1	313	YKL094W
NC_001143.9	264789	265808	XI	plus	Mbr1p	MBR1	853769	protein-coding	NM_001179659.1	NP_012830.1	339	YKL093W
NC_001143.9	266145	269459	XI	minus	GTPase-activating protein BUD2	BUD2	853770	protein-coding	NM_001179658.1	NP_012831.1	1104	YKL092C
NC_001143.9	269718	270650	XI	minus	phosphatidylinositol/phosphatidylcholine-binding protein		853771	protein-coding	NM_001179657.1	NP_012832.1	310	YKL091C
NC_001143.9	271878	273209	XI	plus	Cue2p	CUE2	853772	protein-coding	NM_001179656.1	NP_012833.1	443	YKL090W
NC_001143.9	273394	275043	XI	plus	Mif2p	MIF2	853773	protein-coding	NM_001179655.1	NP_012834.1	549	YKL089W
NC_001143.9	275283	276998	XI	plus	phosphopantothenoylcysteine decarboxylase complex subunit CAB3	CAB3	853774	protein-coding	NM_001179654.1	NP_012835.1	571	YKL088W
NC_001143.9	277189	277863	XI	minus	cytochrome c1 heme lyase CYT2	CYT2	853775	protein-coding	NM_001179653.1	NP_012836.1	224	YKL087C
NC_001143.9	278281	278664	XI	plus	sulfiredoxin	SRX1	853776	protein-coding	NM_001179652.1	NP_012837.1	127	YKL086W
NC_001143.9	279123	280127	XI	plus	malate dehydrogenase MDH1	MDH1	853777	protein-coding	NM_001179651.1	NP_012838.1	334	YKL085W
NC_001143.9	280509	280859	XI	plus	Hot13p	HOT13	853778	protein-coding	NM_001179650.1	NP_012839.1	116	YKL084W
NC_001143.9	281025	282329	XI	minus	ribosome biosynthesis protein RRP14	RRP14	853780	protein-coding	NM_001179648.1	NP_012841.1	434	YKL082C
NC_001143.9	282891	284455	XI	plus	translation elongation factor EF1B gamma	TEF4	853781	protein-coding	NM_001179647.1	NP_012842.1	412	YKL081W
NC_001143.9	283185	283279	XI	plus	SNR38	SNR38	9164913	snoRNA	NR_132200.1			YNCK0009W
NC_001143.9	285030	286208	XI	plus	H(+)-transporting V1 sector ATPase subunit C	VMA5	853782	protein-coding	NM_001179646.1	NP_012843.1	392	YKL080W
NC_001143.9	286603	288573	XI	plus	Smy1p	SMY1	853783	protein-coding	NM_001179645.1	NP_012844.1	656	YKL079W
NC_001143.9	288845	291052	XI	plus	RNA helicase	DHR2	853784	protein-coding	NM_001179644.1	NP_012845.1	735	YKL078W
NC_001143.9	291453	292631	XI	plus	Psg1p	PSG1	853785	protein-coding	NM_001179643.1	NP_012846.1	392	YKL077W
NC_001143.9	292956	294308	XI	minus	Aan1p	AAN1	853787	protein-coding	NM_001179641.1	NP_012848.1	450	YKL075C
NC_001143.9	294610	296193	XI	minus	Mud2p	MUD2	853788	protein-coding	NM_001179640.1	NP_012849.1	527	YKL074C
NC_001143.9	296430	299075	XI	plus	Hsp70 family chaperone LHS1	LHS1	853789	protein-coding	NM_001179639.1	NP_012850.1	881	YKL073W
NC_001143.9	299582	301882	XI	plus	Stb6p	STB6	853790	protein-coding	NM_001179638.1	NP_012851.1	766	YKL072W
NC_001143.9	302918	303023	XI	plus	tRNA-Trp		853791	tRNA				YNCK0010W
NC_001143.9	305114	305884	XI	plus	Osi1p	OSI1	853792	protein-coding	NM_001179637.1	NP_012852.1	256	YKL071W
NC_001143.9	306211	306720	XI	plus	uncharacterized protein		853793	protein-coding	NM_001179636.1	NP_012853.1	169	YKL070W
NC_001143.9	307285	307827	XI	plus	L-methionine (R)-S-oxide reductase		853794	protein-coding	NM_001179635.1	NP_012854.1	180	YKL069W
NC_001143.9	308144	308217	XI	minus	tRNA-Val		853795	tRNA				YNCK0011C
NC_001143.9	309206	309442	XI	plus	uncharacterized protein		1500487	protein-coding	NM_001184534.1	NP_878111.1	78	YKL068W-A
NC_001143.9	310199	313078	XI	plus	FG-nucleoporin NUP100	NUP100	853796	protein-coding	NM_001179634.1	NP_012855.1	959	YKL068W
NC_001143.9	313401	313472	XI	minus	tRNA-His		853797	tRNA				YNCK0012C
NC_001143.9	314812	315273	XI	plus	nucleoside diphosphate kinase	YNK1	853798	protein-coding	NM_001179633.1	NP_012856.1	153	YKL067W
NC_001143.9	315954	316175	XI	plus	Dpc7p	DPC7	3799975	protein-coding	NM_001184684.1	NP_001032580.1	73	YKL065W-A
NC_001143.9	316437	317057	XI	minus	Yet1p	YET1	853800	protein-coding	NM_001179631.2	NP_012858.2	206	YKL065C
NC_001143.9	317764	320673	XI	plus	putative Mg(2+) transporter MNR2	MNR2	853801	protein-coding	NM_001179630.1	NP_012859.1	969	YKL064W
NC_001143.9	321015	321518	XI	minus	uncharacterized protein		853802	protein-coding	NM_001179629.1	NP_012860.1	167	YKL063C
NC_001143.9	323228	325120	XI	plus	stress-responsive transcriptional activator MSN4	MSN4	853803	protein-coding	NM_001179628.1	NP_012861.1	630	YKL062W
NC_001143.9	325771	326112	XI	plus	Bli1p	BLI1	853804	protein-coding	NM_001179627.1	NP_012862.1	113	YKL061W
NC_001143.9	326408	327487	XI	minus	fructose-bisphosphate aldolase FBA1	FBA1	853805	protein-coding	NM_001179626.1	NP_012863.1	359	YKL060C
NC_001143.9	328118	329443	XI	minus	cleavage polyadenylation factor subunit MPE1	MPE1	853806	protein-coding	NM_001179625.1	NP_012864.1	441	YKL059C
NC_001143.9	330166	330534	XI	plus	transcription initiation factor IIA subunit gamma	TOA2	853807	protein-coding	NM_001179624.1	NP_012865.1	122	YKL058W
NC_001143.9	330856	333969	XI	minus	Nup120p	NUP120	853808	protein-coding	NM_001179623.1	NP_012866.1	1037	YKL057C
NC_001143.9	334412	334915	XI	minus	Tma19p	TMA19	853809	protein-coding	NM_001179622.1	NP_012867.1	167	YKL056C
NC_001143.9	335321	336157	XI	minus	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH)	OAR1	853810	protein-coding	NM_001179621.2	NP_012868.1	278	YKL055C
NC_001143.9	336537	338753	XI	minus	DNA damage-responsive RNA polymerase-degradation factor DEF1	DEF1	853811	protein-coding	NM_001179620.1	NP_012869.1	738	YKL054C
NC_001143.9	339182	339442	XI	minus	Mdm35p	MDM35	853812	protein-coding	NM_001184336.1	NP_012870.1	86	YKL053C-A
NC_001143.9	339668	340546	XI	minus	Ask1p	ASK1	853814	protein-coding	NM_001179618.1	NP_012872.2	292	YKL052C
